,Shading Maps
30,"[[ 0.          0.58139535  4.12790698  7.55813953  4.06976744  1.39534884]
 [ 0.11627907  1.56976744  8.02325581  7.90697674  5.29069767  4.88372093]
 [ 0.          4.76744186  8.60465116 10.         10.         10.        ]
 [ 0.63953488 10.         10.         10.         10.          5.23255814]
 [ 4.36046512 10.         10.         10.          6.62790698  3.25581395]
 [ 5.05813953 10.         10.          4.53488372  2.09302326  3.72093023]
 [ 4.65116279 10.         10.          3.13953488  3.31395349  6.80232558]
 [ 8.54651163  5.81395349 10.          2.79069767  4.36046512  7.38372093]
 [ 0.23255814  3.6627907   8.48837209  4.06976744  5.87209302  4.70930233]
 [ 0.11627907  1.86046512  4.30232558  8.13953488 10.         10.        ]]"
31,"[[ 0.          6.31212724 10.          2.48508946  2.48508946  1.68986083]
 [ 1.54075547 10.         10.          9.44333996  3.87673956  0.74552684]
 [ 4.37375746  3.37972167  0.99403579  0.19880716  0.04970179  0.19880716]
 [ 0.34791252  0.944334    0.89463221  0.4473161   0.69582505  9.09542744]
 [ 1.19284294  2.3359841   2.43538767  1.44135189  9.84095427  5.91451292]
 [ 1.24254473  3.87673956  4.97017893 10.         10.          6.11332008]
 [ 1.68986083 10.         10.         10.          6.61033797  2.38568588]
 [ 6.21272366 10.         10.         10.          3.13121272  0.74552684]
 [ 5.11928429 10.         10.          8.44930417  1.64015905  0.34791252]
 [10.         10.         10.          8.59840954  1.73956262  0.39761431]]"
32,"[[10.         10.         10.          6.66089965  1.47058824  0.        ]
 [10.         10.         10.         10.          3.46020761  0.60553633]
 [ 4.58477509 10.         10.         10.          5.01730104  1.816609  ]
 [ 3.46020761 10.         10.         10.          8.39100346  1.73010381]
 [ 3.5467128  10.         10.         10.          7.00692042  0.69204152]
 [10.         10.         10.          9.77508651  3.89273356  0.8650519 ]
 [10.         10.          5.53633218  4.84429066  2.16262976  0.77854671]
 [10.          4.41176471  6.74740484  7.00692042  3.71972318  2.6816609 ]
 [ 9.08304498  2.33564014 10.         10.          7.00692042  7.61245675]
 [ 2.59515571  1.12456747 10.         10.          8.0449827  10.        ]]"
33,"[[ 0.73138298  4.58776596 10.          6.58244681  2.19414894  1.3962766 ]
 [ 0.8643617   4.8537234   9.17553191  6.91489362  4.5212766   9.57446809]
 [ 0.46542553  3.19148936  9.50797872 10.          7.9787234  10.        ]
 [ 0.79787234  4.32180851  7.84574468  9.04255319  9.17553191 10.        ]
 [ 2.72606383  6.38297872  8.57712766  9.70744681  7.18085106  7.44680851]
 [ 7.31382979 10.         10.          5.45212766  4.45478723  3.52393617]
 [ 5.45212766  8.5106383   5.85106383  4.38829787  2.72606383  2.39361702]
 [ 0.53191489  1.46276596  2.12765957  5.31914894  6.18351064  6.84840426]
 [ 0.          0.59840426 10.          8.44414894  4.8537234  10.        ]
 [ 4.18882979 10.          7.1143617   8.17819149  6.18351064  1.86170213]]"
34,"[[ 0.03536068  0.38896747  0.77793494  2.75813296  2.19236209  0.56577086]
 [ 1.02545969  2.43988685  5.58698727  6.68316832  3.854314    1.52050919]
 [ 3.39462518  6.68316832  9.65346535  5.48090523  2.33380481  3.53606789]
 [ 7.28429986  5.76379066  9.15841584  1.55586987  0.60113154  7.60254597]
 [ 4.17256011  6.78925035  6.61244696  0.17680339  0.24752475  9.37057992]
 [ 1.37906648  8.5572843   1.23762376  0.          1.09618105  6.96605375]
 [ 1.44978784  2.97029703  0.45968883  0.99009901  2.36916549  2.05091938]
 [ 1.3437058   0.24752475  2.19236209  4.13719943  3.78359264  2.08628006]
 [ 0.31824611  0.6718529   1.59123055  5.51626591 10.          7.81471004]
 [ 5.94059406  9.86562942 10.         10.         10.          3.99575672]]"
35,"[[ 0.13623978  3.47411444  5.72207084 10.          1.70299728  0.7493188 ]
 [ 0.27247956  6.19891008 10.         10.          1.56675749  4.42779292]
 [ 0.27247956  6.33514986 10.         10.          1.43051771  8.92370572]
 [ 0.          3.13351499  6.94822888  7.90190736  2.2479564   9.74114441]
 [ 0.27247956  1.70299728  3.13351499  8.3106267  10.          9.0599455 ]
 [ 0.61307902  4.15531335  8.37874659 10.         10.         10.        ]
 [ 6.53950954 10.         10.         10.         10.         10.        ]
 [ 9.67302452  8.65122616  3.47411444  7.97002725  9.26430518  3.95095368]
 [ 2.86103542  3.20163488  1.90735695  2.72479564  4.83651226  6.88010899]
 [ 1.90735695  1.56675749  2.52043597  6.47138965 10.         10.        ]]"
36,"[[10.         10.         10.          5.36130536  2.85547786  0.6993007 ]
 [10.          5.71095571 10.         10.          9.84848485  4.66200466]
 [ 2.38927739 10.          7.05128205 10.         10.          5.71095571]
 [ 6.52680653  9.73193473  2.44755245  9.26573427  6.41025641  4.66200466]
 [10.          1.34032634  1.51515152  8.15850816  5.71095571  5.94405594]
 [ 2.27272727  0.23310023  0.99067599  3.08857809  5.36130536  3.55477855]
 [ 0.40792541  0.05827506  0.40792541  2.15617716  5.36130536  2.50582751]
 [ 0.          0.          0.58275058  8.85780886 10.          0.17482517]
 [ 0.          0.05827506  6.75990676 10.          2.27272727  4.95337995]
 [ 0.23310023  1.16550117 10.          9.38228438 10.         10.        ]]"
37,"[[ 0.          4.30327869  9.68237705  2.15163934  1.63934426  4.86680328]
 [ 1.02459016  5.32786885 10.          1.94672131  9.17008197  5.58401639]
 [ 0.92213115  5.12295082  8.96516393  4.04713115  7.32581967  5.78893443]
 [ 0.46106557  1.8954918   3.68852459  9.52868852  1.12704918  1.99795082]
 [ 0.05122951  1.48565574  6.19877049  6.81352459  0.76844262 10.        ]
 [ 0.46106557  2.15163934  9.42622951  4.61065574  5.48155738 10.        ]
 [ 0.76844262  4.50819672  5.89139344  6.40368852  6.81352459  7.12090164]
 [ 1.12704918  4.76434426  2.97131148  7.27459016  8.81147541  5.84016393]
 [ 3.02254098  3.22745902  2.30532787  7.17213115 10.          2.40778689]
 [ 2.92008197  3.84221311  3.43237705  5.48155738  3.99590164  0.25614754]]"
38,"[[ 0.05387931  0.16163793  0.91594828  2.31681034  0.70043103  0.10775862]
 [ 0.          0.48491379  1.88577586  6.19612069  2.37068966  4.74137931]
 [ 0.          0.70043103  3.60991379 10.         10.          4.25646552]
 [ 0.10775862  0.96982759  4.31034483 10.         10.          2.15517241]
 [ 0.10775862  2.26293103 10.         10.          6.14224138  5.06465517]
 [ 1.83189655  6.95043103 10.         10.         10.          7.00431034]
 [ 2.15517241  6.14224138 10.         10.          8.89008621  6.41163793]
 [ 3.28663793  8.45905172 10.         10.          4.47198276  6.14224138]
 [10.         10.          5.2262931   9.10560345  9.10560345 10.        ]
 [10.         10.          4.04094828  5.28017241  5.11853448  6.7887931 ]]"
39,"[[ 0.02343018  0.58575445  3.56138707  4.26429241  1.61668229  0.58575445]
 [ 0.37488285  1.10121837  4.63917526  5.74039363  2.55388941  0.89034677]
 [ 0.56232427  1.1715089   4.77975633  7.91940019  5.8809747   1.56982193]
 [ 0.84348641  1.31208997  4.42830366  9.5126523  10.          3.44423618]
 [ 0.70290534  2.10871603  5.99812559 10.         10.         10.        ]
 [ 1.4995314   1.9212746   2.41330834  4.96719775  7.77881912  4.33458294]
 [ 1.52296157  1.12464855  0.84348641  1.12464855  1.1715089   0.77319588]
 [ 0.51546392  0.28116214  0.51546392  0.72633552  0.2108716   0.02343018]
 [ 0.14058107  0.23430178  1.96813496  1.66354264  0.28116214  0.        ]
 [ 0.          0.11715089  3.09278351  3.93626992  0.60918463  0.        ]]"
40,"[[ 0.55555556  2.03703704  4.01234568  4.62962963  5.30864198  5.74074074]
 [ 1.54320988  6.66666667 10.         10.          9.50617284  7.90123457]
 [ 1.2962963   6.60493827 10.         10.         10.         10.        ]
 [ 1.91358025 10.         10.         10.         10.         10.        ]
 [10.          8.33333333  8.02469136 10.         10.         10.        ]
 [ 5.98765432  1.2345679   4.25925926 10.         10.          7.03703704]
 [ 0.12345679  0.12345679  5.92592593 10.          7.5308642   0.18518519]
 [ 0.          0.55555556 10.         10.          1.72839506  1.66666667]
 [ 0.0617284   7.59259259  8.51851852  4.25925926  5.43209877  3.39506173]
 [ 2.59259259  3.82716049  2.65432099  4.87654321  5.98765432  5.43209877]]"
41,"[[ 5.29715762  4.52196382  1.74418605  0.83979328  6.58914729 10.        ]
 [ 4.13436693  3.42377261  2.13178295  8.91472868 10.          4.84496124]
 [ 2.3255814   1.42118863  2.84237726  9.625323   10.         10.        ]
 [ 0.71059432  0.51679587  1.35658915  4.06976744 10.         10.        ]
 [ 8.8501292  10.         10.         10.         10.         10.        ]
 [ 0.          0.19379845  3.35917313  8.0749354  10.         10.        ]
 [ 0.          0.06459948  4.26356589 10.         10.          7.2997416 ]
 [ 0.          0.25839793  5.62015504  9.68992248 10.          4.19896641]
 [ 0.          1.03359173  7.42894057  5.42635659  7.42894057  5.23255814]
 [ 0.          2.97157623  7.36434109  3.10077519  5.03875969  7.2997416 ]]"
42,"[[ 0.          0.          0.          0.          0.06157635  2.33990148]
 [ 0.          0.18472906  0.30788177  0.49261084  0.86206897  5.2955665 ]
 [ 0.06157635  0.18472906  0.98522167  2.64778325  4.43349754 10.        ]
 [ 0.06157635  1.97044335  6.58866995 10.         10.         10.        ]
 [ 0.12315271  1.84729064  6.77339901 10.         10.         10.        ]
 [ 0.43103448  2.21674877  4.6182266  10.          8.62068966  4.86453202]
 [ 0.61576355  7.51231527 10.          4.6182266   2.52463054  5.17241379]
 [ 9.29802956 10.          6.28078818  3.63300493  5.04926108  8.37438424]
 [ 9.42118227  9.35960591  7.69704433 10.         10.          3.44827586]
 [ 7.2044335   7.82019704 10.         10.          4.6182266   2.83251232]]"
43,"[[10.         10.          0.93930636  1.80635838  6.50289017  9.8265896 ]
 [10.          9.68208092  1.44508671  1.30057803  5.92485549  7.80346821]
 [ 4.26300578  3.82947977  0.50578035  0.43352601  3.17919075  6.86416185]
 [ 0.57803468  0.43352601  0.07225434  0.43352601  3.17919075  9.46531792]
 [ 0.          0.14450867  1.51734104  9.39306358 10.          9.24855491]
 [ 9.32080925 10.         10.          9.03179191  9.32080925  3.39595376]
 [ 0.57803468  1.51734104  4.76878613  9.17630058  5.27456647  3.03468208]
 [ 3.03468208  5.1300578  10.         10.          8.74277457  4.69653179]
 [ 9.32080925 10.         10.         10.         10.          3.61271676]
 [10.         10.         10.         10.         10.          3.25144509]]"
44,"[[ 0.   1.2  1.1  1.5  8.5 10. ]
 [ 3.   6.8  6.   6.7 10.   6. ]
 [ 6.8 10.  10.   6.8 10.  10. ]
 [10.  10.  10.  10.  10.  10. ]
 [ 7.8 10.   7.3  8.7 10.  10. ]
 [ 4.2  8.8 10.   8.3 10.  10. ]
 [ 6.4 10.  10.  10.  10.  10. ]
 [ 9.3 10.  10.  10.  10.  10. ]
 [ 6.9 10.  10.  10.  10.   8.9]
 [ 4.6  8.5 10.  10.   4.   5.6]]"
45,"[[ 0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.06596306  0.          0.          0.        ]
 [ 0.          0.06596306  0.19788918  0.59366755  0.19788918  0.13192612]
 [ 0.19788918  0.79155673  0.79155673  1.12137203  0.79155673  0.52770449]
 [ 1.45118734  2.57255937  3.03430079  3.43007916  3.62796834 10.        ]
 [ 4.15567282  6.59630607  9.96042216  9.36675462 10.          6.72823219]
 [10.         10.         10.         10.          4.81530343  5.8707124 ]
 [ 6.86015831 10.         10.          8.0474934   5.34300792 10.        ]
 [ 9.76253298 10.         10.         10.         10.         10.        ]
 [ 7.65171504 10.         10.         10.         10.          2.57255937]]"
46,"[[ 0.          0.2388535   0.15923567  0.15923567  3.98089172 10.        ]
 [ 0.          0.39808917  1.75159236  9.63375796 10.         10.        ]
 [ 0.39808917  5.89171975 10.         10.         10.         10.        ]
 [ 6.60828025 10.         10.         10.         10.          7.6433121 ]
 [ 6.28980892 10.         10.         10.         10.         10.        ]
 [ 5.49363057 10.         10.         10.         10.         10.        ]
 [ 2.22929936  4.37898089  4.06050955  5.01592357  3.98089172  3.82165605]
 [ 0.15923567  0.31847134  0.39808917  0.31847134  0.47770701  1.43312102]
 [ 0.07961783  0.15923567  0.          0.63694268  2.94585987  3.42356688]
 [ 0.          0.          3.02547771 10.         10.         10.        ]]"
47,"[[ 0.84841629  1.18778281  0.45248869  0.28280543  0.11312217  0.        ]
 [ 2.4321267   5.03393665  4.12895928  1.35746606  0.11312217  1.58371041]
 [ 3.2239819   8.82352941  6.78733032  1.80995475  3.11085973  6.8438914 ]
 [ 2.8280543   5.88235294  6.90045249  9.50226244 10.         10.        ]
 [ 0.45248869  3.16742081  6.95701357 10.         10.         10.        ]
 [ 1.58371041  4.12895928  3.05429864 10.         10.          6.78733032]
 [ 4.92081448  3.2239819   1.47058824 10.          0.28280543  3.50678733]
 [ 8.59728507  6.78733032  3.45022624  1.47058824  0.28280543  3.05429864]
 [10.          9.89819005  2.65837104  0.84841629  1.47058824  5.88235294]
 [10.          9.50226244  9.61538462 10.         10.         10.        ]]"
48,"[[ 0.          0.10141988  0.45638945  6.89655172 10.          6.0851927 ]
 [ 0.05070994  3.24543611  9.02636917 10.          9.93914807 10.        ]
 [ 0.05070994 10.         10.          5.37525355  8.87423935 10.        ]
 [ 0.55780933  6.54158215 10.          3.4989858   4.15821501  9.27991886]
 [ 1.82555781  6.79513185  7.04868154  4.51318458  4.81744422 10.        ]
 [ 4.81744422  7.96146045  8.51926978  7.15010142  9.78701826 10.        ]
 [ 8.36713996  4.56389452  2.78904665  4.71602434  5.62880325  7.09939148]
 [ 7.2515213   1.92697769  0.45638945  1.36916836  1.26774848  3.4989858 ]
 [ 3.60040568  1.31845842  1.82555781  2.83975659  2.53549696  1.21703854]
 [ 1.87626775  3.04259635  6.59229209  3.7525355   1.06490872  0.10141988]]"
49,"[[ 1.72413793  4.23850575  9.12356322 10.          7.97413793 10.        ]
 [10.         10.         10.         10.         10.         10.        ]
 [10.         10.         10.         10.         10.         10.        ]
 [10.         10.         10.         10.         10.         10.        ]
 [10.         10.         10.          9.41091954 10.         10.        ]
 [ 7.83045977 10.          5.67528736  3.08908046  4.66954023  9.84195402]
 [ 2.87356322  3.08908046  0.57471264  0.79022989  1.65229885  2.5862069 ]
 [10.          9.12356322  8.18965517  3.87931034  2.01149425  0.86206897]
 [ 3.6637931   1.93965517  1.22126437  0.57471264  0.          0.07183908]
 [ 0.          0.          0.          0.          0.          0.        ]]"
50,"[[ 0.          1.67151163  6.25        9.73837209  3.48837209  1.30813953]
 [ 0.94476744  6.03197674 10.         10.          3.56104651  0.50872093]
 [ 4.79651163 10.         10.         10.         10.         10.        ]
 [10.          9.52034884 10.         10.          8.28488372  5.66860465]
 [10.         10.         10.         10.         10.         10.        ]
 [10.         10.         10.         10.          8.5755814   6.25      ]
 [ 1.74418605  4.2877907   8.86627907 10.         10.         10.        ]
 [ 0.58139535  3.41569767  9.15697674 10.          7.12209302 10.        ]
 [ 0.36337209  2.83430233  6.25        6.17732558  9.375      10.        ]
 [ 0.          0.94476744  2.90697674  2.61627907 10.          1.45348837]]"
51,"[[ 0.4842615   1.02905569  4.11622276 10.         10.         10.        ]
 [ 3.87409201 10.         10.         10.         10.         10.        ]
 [10.         10.         10.         10.          5.50847458 10.        ]
 [ 3.69249395  2.23970944 10.          4.35835351  2.30024213  6.11380145]
 [ 0.60532688  1.937046    9.01937046  0.90799031  6.65859564 10.        ]
 [ 0.06053269  1.39225182  3.51089588  0.36319613 10.         10.        ]
 [ 0.06053269  0.42372881  0.24213075  1.63438257  6.8401937   6.23486683]
 [ 0.          0.18159806  0.60532688  3.69249395  4.35835351  1.02905569]
 [ 0.06053269  0.18159806  2.54237288  5.81113801  4.4188862   1.57384988]
 [ 0.12106538  1.08958838  3.75302663  5.99273608  7.20338983  4.35835351]]"
52,"[[ 1.5470297   2.66089109  1.91831683  2.16584158  5.87871287  6.25      ]
 [ 2.66089109  3.89851485  2.41336634  2.16584158  7.17821782  7.17821782]
 [ 5.01237624  4.76485149  9.71534653  3.89851485  4.7029703   6.55940594]
 [ 2.04207921  6.86881188 10.          5.25990099  2.78465347  3.09405941]
 [ 0.61881188  3.03217822 10.          4.76485149  4.33168317  6.62128713]
 [ 0.06188119  0.          1.17574257  5.50742574 10.         10.        ]
 [ 0.          0.55693069  2.90841584 10.         10.         10.        ]
 [ 9.34405941 10.         10.         10.         10.          5.44554455]
 [10.         10.         10.         10.          4.88861386  1.85643564]
 [ 0.12376238  0.74257426  4.95049505  7.73514851  2.04207921  3.09405941]]"
53,"[[ 0.          0.23419204  0.52693208  0.76112412  0.52693208  1.2295082 ]
 [ 2.16627635  3.86416862  6.08899297  5.79625293  4.44964871  5.32786885]
 [ 6.49882904 10.         10.         10.          8.07962529  6.08899297]
 [ 8.60655738  7.72833724 10.         10.          7.31850117  3.7470726 ]
 [10.          7.78688525 10.         10.          4.56674473  8.89929742]
 [ 6.32318501  5.26932084  8.43091335  6.67447307 10.          5.73770492]
 [ 3.1030445   5.15222482  4.80093677  8.19672131  6.38173302  1.05386417]
 [10.         10.         10.         10.         10.          4.74238876]
 [10.         10.          6.20608899  0.87822014 10.          0.17564403]
 [ 0.76112412  1.11241218  0.93676815  8.60655738 10.          0.58548009]]"
54,"[[ 8.38709677  4.35483871  1.66666667  6.23655914  7.09677419  2.3655914 ]
 [10.         10.          2.90322581 10.         10.          4.46236559]
 [10.         10.          1.07526882  2.20430108  2.84946237  1.39784946]
 [ 4.19354839  6.23655914  8.76344086  8.92473118  6.72043011  1.66666667]
 [ 1.50537634  3.38709677  5.64516129  5.86021505  3.11827957  1.50537634]
 [ 0.05376344  0.          0.05376344  0.          0.37634409  3.87096774]
 [ 0.21505376  0.32258065  0.05376344  0.16129032  0.69892473  8.06451613]
 [ 1.23655914  2.68817204  2.47311828  2.15053763  3.17204301  9.67741935]
 [ 4.03225806  7.31182796  9.78494624  7.04301075 10.         10.        ]
 [ 3.49462366  6.66666667  9.67741935 10.         10.         10.        ]]"
55,"[[ 0.74152542  1.16525424  4.18432203  3.97245763 10.         10.        ]
 [ 1.37711864  2.59533898  8.15677966  7.30932203 10.          8.36864407]
 [ 1.27118644  3.60169492 10.         10.          6.88559322  4.18432203]
 [ 1.11228814  5.72033898 10.         10.          5.29661017  6.99152542]
 [ 1.58898305  9.69279661 10.          3.0190678   6.77966102 10.        ]
 [ 0.95338983 10.         10.          6.25        7.78601695  7.09745763]
 [ 3.81355932 10.          7.41525424  7.94491525  2.86016949  2.38347458]
 [ 9.16313559 10.          8.63347458  1.53601695  0.26483051  0.68855932]
 [ 4.13135593  9.2690678   2.22457627  0.0529661   0.0529661   0.        ]
 [ 7.15042373  2.86016949  0.          0.          0.          0.        ]]"
56,"[[ 1.14379085  2.32843137  2.41013072  1.0620915   0.44934641  4.00326797]
 [ 2.16503268  4.37091503  3.59477124  1.26633987  3.06372549  7.18954248]
 [ 3.3496732   6.12745098  5.96405229  2.41013072  9.19117647 10.        ]
 [ 2.9003268   5.1879085   5.84150327  3.47222222 10.          1.38888889]
 [ 2.00163399  3.43137255  3.43137255  5.6372549   1.55228758  0.20424837]
 [ 0.77614379  1.83823529  2.45098039  1.59313725  0.69444444  2.04248366]
 [ 0.6127451   0.77614379  5.22875817  5.39215686  3.3496732   9.06862745]
 [ 0.16339869  1.91993464 10.         10.         10.         10.        ]
 [ 0.          0.89869281 10.          8.33333333  7.84313725  5.43300654]
 [ 0.04084967  1.59313725 10.         10.         10.          3.92156863]]"
57,"[[ 0.60073937  3.00369686  1.987061    0.2310536   0.          0.36968577]
 [ 2.68022181  4.89833641  1.987061    0.73937153  1.57116451  2.68022181]
 [ 6.65434381  4.15896488  3.3271719   4.02033272  4.99075786  7.3012939 ]
 [ 5.03696858  5.96118299  9.65804067  9.61182994 10.         10.        ]
 [ 5.03696858  9.79667283 10.         10.         10.         10.        ]
 [ 7.3012939  10.         10.         10.         10.         10.        ]
 [10.          9.14972274 10.         10.         10.          5.40665434]
 [ 2.95748614  9.42698706 10.          3.0961183   6.51571165  0.55452865]
 [ 2.77264325  4.34380776  1.75600739  0.13863216  3.3271719   0.04621072]
 [ 2.17190388  0.8780037   0.09242144  0.          1.38632163  0.        ]]"
58,"[[ 0.08305648  0.16611296  0.2076412   0.          0.          0.62292359]
 [ 1.37043189  1.28737542  1.24584718  0.29069767  0.16611296  1.74418605]
 [ 3.03156146  3.94518272  4.81727575  1.99335548  0.91362126  5.60631229]
 [ 4.77574751  6.06312292  8.55481728  4.44352159  4.27740864 10.        ]
 [ 2.53322259  4.44352159  8.80398671  6.1461794  10.          2.69933555]
 [ 0.87209302  2.28405316  8.2641196  10.          8.97009967  1.41196013]
 [ 1.28737542  4.9833887  10.         10.         10.          3.86212625]
 [ 6.27076412 10.          5.14950166  5.10797342  6.97674419  1.37043189]
 [10.         10.          3.82059801  1.95182724  2.90697674  0.        ]
 [10.          5.10797342  2.15946844  1.41196013  1.20431894  0.        ]]"
59,"[[ 0.          0.          0.          0.10570825 10.          2.90697674]
 [ 0.05285412  0.10570825  1.05708245  8.29809725 10.          7.82241015]
 [ 0.4756871   2.64270613  9.72515856 10.          7.66384778 10.        ]
 [ 4.06976744  9.46088795 10.         10.          6.28964059  7.34672304]
 [ 4.9154334   5.81395349 10.          9.30232558  4.33403805  3.75264271]
 [ 5.33826638  9.67230444  9.14376321  4.4397463   1.42706131  4.01691332]
 [ 5.33826638 10.         10.          4.75687104  5.91966173  2.16701903]
 [ 2.64270613  4.96828753  4.38689218  4.54545455  6.0782241   6.02536998]
 [ 0.4756871   0.95137421  2.16701903  8.98520085  7.34672304  9.72515856]
 [ 0.15856237  0.73995772  6.97674419  7.29386892 10.          6.39534884]]"
60,"[[10.          5.30821918 10.          9.5890411   3.25342466  0.        ]
 [10.         10.         10.         10.          4.36643836  1.45547945]
 [10.         10.         10.         10.          4.36643836  4.0239726 ]
 [10.         10.         10.         10.          9.93150685  2.99657534]
 [10.         10.         10.         10.          9.24657534  4.0239726 ]
 [ 6.07876712  7.19178082 10.         10.          4.45205479 10.        ]
 [ 1.36986301  2.99657534  6.76369863  4.96575342  4.45205479  9.67465753]
 [ 1.02739726  3.3390411   4.19520548  4.96575342 10.          2.56849315]
 [ 3.93835616  8.64726027 10.         10.          9.93150685  7.53424658]
 [ 7.3630137  10.         10.         10.          9.50342466 10.        ]]"
